OCCURRED_ON_DATE,0_2,0_3,0_4,0_6,0_7,1_0,1_1,1_2,1_3,1_4,1_5,1_6,1_7,1_8,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,3_2,3_3,3_4,3_5,3_6,3_7,3_8,3_9,4_12,4_3,4_4,4_5,4_6,4_7,4_8,4_9,5_3,5_4,5_5,5_6,5_7,5_8,5_9,6_0,6_6,6_7,6_8,6_9,7_9,8_7
2019-04-11,,2.0,,1.0,3.0,,,1.0,3.0,,,2.0,3.0,1.0,,8.0,5.0,4.0,5.0,5.0,4.0,,2.0,8.0,6.0,15.0,21.0,11.0,,,,3.0,15.0,11.0,22.0,25.0,10.0,2.0,1.0,1.0,,2.0,3.0,9.0,1.0,,,,,,,
2019-04-12,,2.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,10.0,,1.0,10.0,3.0,,3.0,3.0,2.0,,1.0,18.0,7.0,25.0,11.0,15.0,,,,10.0,14.0,16.0,18.0,17.0,3.0,,1.0,,1.0,2.0,3.0,4.0,2.0,,,,,,,
2019-04-13,,1.0,,2.0,1.0,,1.0,1.0,5.0,,,1.0,7.0,,1.0,5.0,2.0,4.0,5.0,2.0,,,4.0,15.0,10.0,13.0,11.0,8.0,,,,5.0,11.0,21.0,16.0,32.0,7.0,2.0,,,1.0,4.0,3.0,3.0,,,2.0,,2.0,1.0,1.0,
2019-04-14,2.0,3.0,,,1.0,,1.0,,1.0,1.0,,,9.0,,,5.0,3.0,2.0,3.0,2.0,1.0,,2.0,14.0,4.0,13.0,10.0,9.0,,,,6.0,13.0,21.0,13.0,20.0,5.0,2.0,,1.0,,4.0,4.0,5.0,1.0,,,,1.0,2.0,1.0,
2019-04-15,1.0,3.0,1.0,5.0,1.0,,1.0,,1.0,,,1.0,4.0,,,6.0,4.0,,5.0,1.0,5.0,,1.0,11.0,6.0,7.0,19.0,19.0,,,,8.0,8.0,18.0,9.0,18.0,5.0,3.0,1.0,1.0,,6.0,3.0,4.0,,,1.0,,,3.0,,
2019-04-16,,1.0,1.0,,2.0,,1.0,,4.0,,,,12.0,,2.0,2.0,1.0,1.0,4.0,,1.0,,4.0,8.0,10.0,13.0,12.0,5.0,,,,6.0,10.0,2.0,8.0,16.0,3.0,,1.0,,,10.0,3.0,4.0,,,,,,,,
2019-04-17,,1.0,1.0,,1.0,,,1.0,2.0,,,2.0,4.0,,,4.0,3.0,2.0,1.0,1.0,1.0,,1.0,9.0,6.0,13.0,17.0,8.0,,,,7.0,8.0,12.0,15.0,22.0,6.0,,1.0,1.0,,5.0,2.0,6.0,,,1.0,,,2.0,,
2019-04-18,1.0,,,1.0,2.0,,2.0,1.0,2.0,1.0,,2.0,5.0,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,1.0,10.0,6.0,21.0,14.0,14.0,,,,2.0,15.0,9.0,16.0,24.0,2.0,,1.0,1.0,1.0,3.0,1.0,7.0,,,,,1.0,1.0,1.0,
2019-04-19,,2.0,,,2.0,,3.0,1.0,2.0,1.0,,2.0,7.0,,1.0,8.0,5.0,2.0,,4.0,1.0,,2.0,6.0,9.0,6.0,14.0,6.0,,,,6.0,16.0,15.0,16.0,25.0,10.0,,,1.0,,6.0,3.0,6.0,,,,,,4.0,,
2019-04-20,,,,,1.0,,1.0,3.0,2.0,,,,5.0,,2.0,2.0,4.0,3.0,2.0,1.0,4.0,,2.0,7.0,2.0,12.0,10.0,11.0,,,,11.0,16.0,22.0,16.0,20.0,9.0,,,4.0,2.0,3.0,3.0,5.0,1.0,,,,,1.0,1.0,
2019-04-21,1.0,1.0,,,1.0,,3.0,1.0,2.0,,,,7.0,,,6.0,2.0,2.0,3.0,1.0,,,3.0,12.0,6.0,14.0,16.0,5.0,,,,3.0,9.0,17.0,6.0,9.0,2.0,1.0,,1.0,,6.0,1.0,4.0,4.0,,,,2.0,2.0,,
2019-04-22,2.0,,1.0,,2.0,,1.0,4.0,1.0,1.0,,4.0,5.0,,,7.0,4.0,3.0,3.0,5.0,2.0,,,9.0,15.0,13.0,8.0,4.0,,,,3.0,11.0,15.0,18.0,19.0,7.0,,2.0,2.0,2.0,5.0,,3.0,1.0,,1.0,,,2.0,,
2019-04-23,,2.0,,,3.0,,2.0,,1.0,,,,8.0,,1.0,9.0,5.0,1.0,2.0,3.0,1.0,,,8.0,7.0,14.0,24.0,8.0,,,,9.0,19.0,13.0,18.0,20.0,8.0,,2.0,3.0,3.0,5.0,2.0,6.0,,,,,,2.0,,
2019-04-24,1.0,1.0,,1.0,1.0,,1.0,1.0,6.0,,,1.0,12.0,1.0,2.0,9.0,3.0,4.0,6.0,1.0,3.0,,1.0,10.0,6.0,11.0,22.0,10.0,,,,5.0,15.0,6.0,17.0,21.0,7.0,,,,1.0,5.0,3.0,5.0,1.0,,,,1.0,2.0,1.0,
2019-04-25,2.0,1.0,,,6.0,,3.0,1.0,5.0,,,,6.0,,1.0,5.0,2.0,2.0,8.0,6.0,,,2.0,11.0,12.0,14.0,17.0,7.0,,1.0,,10.0,20.0,12.0,27.0,27.0,13.0,,2.0,1.0,1.0,3.0,1.0,8.0,1.0,,,,2.0,,,
2019-04-26,1.0,2.0,1.0,,1.0,,1.0,1.0,1.0,,,4.0,15.0,,,9.0,5.0,1.0,4.0,2.0,,,3.0,10.0,9.0,11.0,5.0,6.0,,,,6.0,17.0,29.0,20.0,21.0,2.0,1.0,1.0,,,4.0,3.0,4.0,,,,,1.0,2.0,,
2019-04-27,1.0,2.0,,1.0,,,,1.0,7.0,1.0,,,9.0,,1.0,4.0,4.0,2.0,4.0,2.0,2.0,,2.0,9.0,6.0,10.0,13.0,8.0,,,,6.0,13.0,19.0,15.0,28.0,8.0,,,,4.0,5.0,5.0,5.0,,,,,,1.0,1.0,
2019-04-28,2.0,1.0,1.0,1.0,1.0,,,1.0,5.0,,,,11.0,,,2.0,1.0,,1.0,2.0,2.0,,,10.0,7.0,12.0,23.0,4.0,,,,6.0,14.0,26.0,18.0,26.0,5.0,,,,,6.0,1.0,2.0,1.0,,,,1.0,1.0,,
2019-04-29,2.0,1.0,,,3.0,,1.0,,5.0,1.0,,3.0,6.0,,1.0,5.0,5.0,4.0,2.0,4.0,,,4.0,13.0,7.0,17.0,20.0,7.0,,,,7.0,24.0,19.0,14.0,28.0,6.0,2.0,1.0,2.0,2.0,2.0,,6.0,,,1.0,,,2.0,,
2019-04-30,,2.0,,1.0,2.0,,,1.0,2.0,,,1.0,9.0,,2.0,4.0,3.0,2.0,1.0,2.0,2.0,,,6.0,10.0,10.0,16.0,6.0,,,,7.0,18.0,13.0,10.0,21.0,4.0,1.0,1.0,1.0,,7.0,1.0,4.0,,,2.0,,1.0,,,
2019-05-01,1.0,2.0,,1.0,1.0,,,1.0,2.0,1.0,,1.0,10.0,,3.0,4.0,7.0,3.0,8.0,2.0,1.0,,3.0,9.0,7.0,11.0,23.0,3.0,,,,6.0,13.0,20.0,21.0,23.0,5.0,1.0,2.0,,1.0,7.0,4.0,5.0,,,1.0,,1.0,3.0,1.0,
2019-05-02,3.0,,,1.0,1.0,,1.0,1.0,2.0,1.0,,3.0,7.0,,,9.0,4.0,4.0,4.0,4.0,3.0,,3.0,5.0,7.0,16.0,18.0,6.0,,,,5.0,16.0,17.0,10.0,21.0,2.0,,,,1.0,8.0,3.0,7.0,,,,,2.0,4.0,,
2019-05-03,1.0,,,2.0,1.0,,,1.0,4.0,,,,8.0,,1.0,6.0,7.0,1.0,6.0,,1.0,,1.0,12.0,7.0,13.0,15.0,9.0,,,,7.0,15.0,23.0,18.0,18.0,9.0,3.0,,1.0,2.0,4.0,2.0,12.0,1.0,,,,1.0,3.0,,
2019-05-04,,1.0,,1.0,3.0,,,1.0,5.0,,,2.0,9.0,,,2.0,4.0,3.0,1.0,3.0,2.0,,4.0,9.0,7.0,14.0,10.0,5.0,,,,10.0,20.0,9.0,16.0,34.0,8.0,,2.0,,1.0,8.0,1.0,6.0,,,,,,1.0,,
2019-05-05,1.0,2.0,,1.0,,,1.0,,1.0,,,4.0,9.0,,1.0,1.0,1.0,1.0,5.0,3.0,5.0,,,10.0,6.0,13.0,11.0,4.0,,,,6.0,14.0,18.0,17.0,23.0,8.0,1.0,,2.0,3.0,6.0,3.0,5.0,2.0,,,,1.0,1.0,,
2019-05-06,3.0,2.0,2.0,2.0,2.0,,,1.0,4.0,,,3.0,4.0,1.0,1.0,8.0,3.0,3.0,6.0,4.0,2.0,,5.0,10.0,12.0,11.0,15.0,3.0,,,,7.0,16.0,16.0,17.0,23.0,8.0,1.0,,,3.0,3.0,2.0,8.0,1.0,,,,2.0,2.0,,
2019-05-07,,,,,5.0,,2.0,,3.0,,,2.0,1.0,,1.0,8.0,4.0,4.0,5.0,3.0,,,2.0,9.0,8.0,14.0,18.0,10.0,,,,7.0,17.0,16.0,21.0,26.0,1.0,1.0,1.0,2.0,1.0,7.0,5.0,9.0,,,,,,3.0,,
2019-05-08,1.0,1.0,,,1.0,,1.0,1.0,4.0,,,,7.0,,2.0,5.0,6.0,7.0,3.0,5.0,1.0,,1.0,13.0,7.0,18.0,18.0,4.0,,,,7.0,17.0,22.0,19.0,22.0,5.0,2.0,,1.0,2.0,8.0,3.0,8.0,,,,,1.0,1.0,,
2019-05-09,,3.0,,1.0,1.0,,,,3.0,1.0,,2.0,10.0,,6.0,9.0,6.0,2.0,5.0,3.0,,,2.0,10.0,6.0,18.0,22.0,6.0,,,,10.0,22.0,16.0,24.0,26.0,8.0,2.0,,,1.0,2.0,,11.0,,,,,2.0,2.0,2.0,
2019-05-10,,1.0,,,,,3.0,2.0,3.0,,,1.0,8.0,,,5.0,5.0,2.0,5.0,3.0,2.0,,1.0,11.0,9.0,11.0,21.0,7.0,,,,13.0,17.0,19.0,11.0,28.0,5.0,,1.0,1.0,,3.0,4.0,3.0,1.0,,,,1.0,,,
2019-05-11,,,,,1.0,,,3.0,,,,1.0,6.0,1.0,,7.0,2.0,2.0,4.0,1.0,1.0,,1.0,18.0,4.0,18.0,12.0,5.0,,,,12.0,20.0,15.0,22.0,22.0,3.0,,,,,8.0,6.0,4.0,2.0,,1.0,,3.0,1.0,,
2019-05-12,,,,1.0,2.0,,,1.0,3.0,2.0,,1.0,4.0,,1.0,8.0,5.0,2.0,4.0,4.0,3.0,,1.0,14.0,3.0,13.0,8.0,5.0,,,,5.0,13.0,13.0,14.0,14.0,10.0,,,2.0,1.0,2.0,1.0,2.0,,,,,,2.0,,
2019-05-13,,3.0,1.0,,2.0,,2.0,1.0,5.0,1.0,,1.0,4.0,,4.0,8.0,1.0,4.0,5.0,2.0,4.0,,1.0,12.0,5.0,13.0,16.0,5.0,,,,8.0,7.0,17.0,10.0,32.0,2.0,,1.0,2.0,1.0,5.0,3.0,4.0,,,1.0,,1.0,2.0,,
2019-05-14,1.0,1.0,1.0,,1.0,,1.0,2.0,4.0,1.0,,,5.0,,,4.0,3.0,2.0,3.0,3.0,1.0,,3.0,7.0,6.0,15.0,19.0,8.0,,,,4.0,21.0,19.0,19.0,14.0,5.0,,2.0,1.0,,1.0,1.0,1.0,1.0,,,,2.0,,,
2019-05-15,1.0,1.0,,,5.0,,,1.0,5.0,,,4.0,4.0,,,4.0,6.0,3.0,4.0,2.0,,,2.0,14.0,11.0,18.0,35.0,6.0,,,,11.0,17.0,18.0,19.0,30.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,10.0,2.0,,,,,1.0,,
2019-05-16,1.0,1.0,,2.0,3.0,,1.0,1.0,5.0,,,,5.0,,,9.0,3.0,4.0,6.0,1.0,1.0,,2.0,9.0,5.0,14.0,18.0,6.0,,,,5.0,17.0,13.0,11.0,28.0,10.0,,1.0,1.0,,4.0,,5.0,1.0,,,,1.0,1.0,,
2019-05-17,2.0,1.0,,,1.0,,2.0,1.0,5.0,,,5.0,8.0,1.0,1.0,11.0,7.0,4.0,7.0,,4.0,,2.0,14.0,12.0,9.0,19.0,11.0,,,,5.0,17.0,16.0,14.0,15.0,11.0,,,1.0,2.0,7.0,1.0,5.0,,,,,,1.0,,
2019-05-18,,1.0,,1.0,2.0,,5.0,1.0,4.0,1.0,,,6.0,,1.0,10.0,2.0,7.0,3.0,3.0,1.0,1.0,5.0,13.0,7.0,16.0,18.0,7.0,,,,6.0,13.0,16.0,10.0,31.0,7.0,,2.0,2.0,1.0,3.0,1.0,10.0,2.0,,,,2.0,2.0,,
2019-05-19,,1.0,2.0,1.0,4.0,,,2.0,1.0,1.0,,,6.0,,1.0,4.0,3.0,5.0,,2.0,,,2.0,6.0,9.0,4.0,10.0,10.0,,,,10.0,13.0,28.0,11.0,18.0,3.0,,1.0,2.0,3.0,7.0,1.0,3.0,1.0,,1.0,,,,,
2019-05-20,1.0,1.0,1.0,,1.0,,,2.0,2.0,2.0,,2.0,5.0,,1.0,6.0,2.0,5.0,4.0,3.0,1.0,,3.0,11.0,12.0,16.0,30.0,7.0,,,,10.0,16.0,17.0,13.0,20.0,5.0,,2.0,1.0,2.0,6.0,6.0,3.0,,,,,1.0,1.0,2.0,
2019-05-21,2.0,,2.0,,3.0,,2.0,4.0,3.0,1.0,,,2.0,,1.0,10.0,3.0,5.0,3.0,4.0,4.0,,1.0,15.0,9.0,3.0,12.0,8.0,,,,5.0,21.0,13.0,14.0,22.0,2.0,,,,1.0,6.0,4.0,7.0,,,,,2.0,2.0,,
2019-05-22,,1.0,,,1.0,,,1.0,10.0,,,,15.0,,1.0,3.0,2.0,2.0,7.0,6.0,3.0,,6.0,11.0,7.0,23.0,20.0,7.0,,,,11.0,21.0,18.0,15.0,24.0,5.0,,1.0,1.0,2.0,7.0,,2.0,,,,,,2.0,,
2019-05-23,2.0,4.0,,,5.0,,1.0,,1.0,1.0,,3.0,8.0,,1.0,6.0,2.0,5.0,5.0,4.0,1.0,,3.0,12.0,4.0,14.0,18.0,9.0,,,,6.0,26.0,14.0,13.0,35.0,6.0,1.0,,,2.0,6.0,1.0,9.0,2.0,,1.0,,1.0,1.0,,
2019-05-24,1.0,1.0,1.0,1.0,2.0,,4.0,1.0,4.0,,,,8.0,1.0,1.0,8.0,4.0,3.0,3.0,6.0,,1.0,3.0,10.0,7.0,15.0,11.0,9.0,,,,5.0,24.0,16.0,20.0,32.0,1.0,,2.0,1.0,1.0,3.0,4.0,7.0,,,,,,3.0,,
2019-05-25,,1.0,1.0,1.0,,,1.0,2.0,3.0,,,4.0,6.0,,1.0,8.0,6.0,4.0,3.0,6.0,,2.0,,9.0,8.0,9.0,13.0,10.0,,1.0,,6.0,13.0,10.0,18.0,19.0,7.0,1.0,1.0,,,7.0,3.0,6.0,,,1.0,,,5.0,,
2019-05-26,,,,,2.0,,,1.0,4.0,1.0,,2.0,2.0,1.0,1.0,6.0,4.0,5.0,5.0,5.0,,2.0,,9.0,13.0,17.0,10.0,5.0,,,,2.0,12.0,15.0,16.0,21.0,11.0,,1.0,,,3.0,8.0,7.0,,,,,,,1.0,
2019-05-27,,1.0,,,,,3.0,3.0,3.0,,,1.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,,,5.0,9.0,11.0,12.0,13.0,6.0,,,,12.0,25.0,24.0,15.0,21.0,7.0,,1.0,,1.0,4.0,1.0,6.0,1.0,,,,,,,
2019-05-28,1.0,,,,,,2.0,3.0,2.0,,,1.0,4.0,,,3.0,1.0,5.0,8.0,6.0,,,4.0,16.0,3.0,13.0,14.0,8.0,,,,8.0,15.0,19.0,12.0,15.0,8.0,,,,1.0,7.0,2.0,4.0,,,,,4.0,2.0,,
2019-05-29,1.0,1.0,,,4.0,,,1.0,2.0,1.0,,2.0,9.0,,,6.0,7.0,1.0,2.0,3.0,1.0,,,12.0,7.0,14.0,14.0,7.0,,,,7.0,15.0,16.0,14.0,19.0,15.0,,2.0,1.0,1.0,8.0,3.0,8.0,,,,,,,,
2019-05-30,1.0,6.0,4.0,,4.0,,1.0,1.0,4.0,,,,9.0,,4.0,8.0,,3.0,6.0,5.0,2.0,,3.0,10.0,6.0,8.0,20.0,3.0,,,,9.0,15.0,14.0,16.0,23.0,7.0,,,2.0,1.0,5.0,4.0,8.0,,,,,,1.0,1.0,
2019-05-31,,5.0,1.0,,,,,1.0,1.0,,,1.0,5.0,,2.0,5.0,6.0,5.0,3.0,1.0,2.0,,3.0,10.0,9.0,16.0,20.0,8.0,,,,10.0,19.0,25.0,15.0,21.0,14.0,,,3.0,1.0,7.0,1.0,9.0,,,,,1.0,3.0,,
2019-06-01,,,2.0,,1.0,,,1.0,4.0,,,3.0,7.0,2.0,1.0,8.0,2.0,1.0,5.0,1.0,,,1.0,15.0,6.0,14.0,14.0,6.0,,1.0,,9.0,28.0,15.0,15.0,32.0,9.0,,,1.0,,4.0,4.0,8.0,,,,,2.0,1.0,,
2019-06-02,1.0,2.0,,,2.0,,,1.0,1.0,,,,4.0,,1.0,7.0,2.0,5.0,2.0,3.0,,,4.0,15.0,8.0,8.0,7.0,3.0,,,,3.0,15.0,14.0,19.0,23.0,4.0,,1.0,1.0,1.0,,1.0,8.0,,,,,,2.0,,
2019-06-03,3.0,1.0,,,2.0,,2.0,,4.0,,,1.0,7.0,,3.0,7.0,6.0,6.0,5.0,3.0,1.0,,2.0,12.0,7.0,15.0,11.0,7.0,,,,11.0,16.0,20.0,21.0,27.0,7.0,,1.0,2.0,3.0,6.0,1.0,2.0,1.0,,,,1.0,1.0,,
2019-06-04,3.0,1.0,1.0,,1.0,,4.0,2.0,2.0,1.0,,2.0,9.0,,3.0,2.0,7.0,3.0,3.0,1.0,,,2.0,9.0,5.0,15.0,27.0,6.0,,,,7.0,16.0,19.0,21.0,26.0,12.0,2.0,1.0,2.0,2.0,8.0,4.0,6.0,,,,,1.0,2.0,,
2019-06-05,3.0,3.0,,,3.0,,1.0,2.0,1.0,,,4.0,9.0,,1.0,6.0,1.0,1.0,3.0,4.0,,,2.0,5.0,12.0,15.0,18.0,4.0,,,,4.0,18.0,17.0,11.0,35.0,8.0,,1.0,4.0,3.0,5.0,,9.0,1.0,,,,,,,
2019-06-06,1.0,2.0,1.0,,2.0,,1.0,1.0,2.0,,,1.0,4.0,,,4.0,4.0,2.0,7.0,2.0,3.0,,2.0,11.0,9.0,10.0,14.0,6.0,,,,6.0,14.0,16.0,18.0,31.0,11.0,,2.0,2.0,2.0,5.0,1.0,8.0,2.0,,,,1.0,2.0,,
2019-06-07,,,,,4.0,,2.0,2.0,5.0,,,2.0,6.0,,1.0,6.0,3.0,4.0,2.0,4.0,1.0,,2.0,13.0,7.0,11.0,22.0,8.0,,,,7.0,19.0,19.0,22.0,16.0,9.0,2.0,,,3.0,6.0,3.0,6.0,,,,,,1.0,,
2019-06-08,,1.0,1.0,,1.0,,2.0,,7.0,2.0,,1.0,6.0,1.0,,5.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,6.0,3.0,16.0,7.0,8.0,,,,7.0,20.0,15.0,17.0,36.0,3.0,,1.0,,3.0,3.0,5.0,6.0,1.0,,,,1.0,,1.0,
2019-06-09,1.0,1.0,,,2.0,,5.0,2.0,,,,,6.0,,1.0,4.0,5.0,4.0,3.0,4.0,2.0,1.0,,14.0,9.0,7.0,18.0,5.0,,,,7.0,18.0,20.0,24.0,21.0,9.0,,,3.0,1.0,2.0,3.0,6.0,2.0,,,,,2.0,1.0,
2019-06-10,,2.0,2.0,,,,2.0,2.0,4.0,,,1.0,7.0,,,5.0,6.0,3.0,6.0,,,,2.0,13.0,10.0,23.0,23.0,8.0,,1.0,,4.0,23.0,19.0,15.0,27.0,3.0,1.0,,1.0,1.0,4.0,4.0,6.0,,,1.0,,1.0,2.0,1.0,
2019-06-11,2.0,2.0,,,2.0,,2.0,1.0,4.0,,,,7.0,,2.0,6.0,4.0,3.0,4.0,3.0,2.0,,1.0,11.0,4.0,10.0,18.0,,,,,9.0,18.0,21.0,18.0,20.0,7.0,,,1.0,3.0,3.0,2.0,7.0,,,,,1.0,1.0,,
2019-06-12,2.0,,,,5.0,,,2.0,3.0,2.0,1.0,1.0,8.0,1.0,,3.0,5.0,4.0,3.0,2.0,1.0,,6.0,10.0,3.0,14.0,14.0,7.0,,,,7.0,16.0,13.0,10.0,23.0,20.0,,2.0,1.0,1.0,2.0,5.0,4.0,,,,,,1.0,,
2019-06-13,,,,,3.0,,1.0,,6.0,,1.0,1.0,5.0,,,7.0,3.0,4.0,4.0,4.0,4.0,,2.0,12.0,8.0,7.0,18.0,8.0,,,,5.0,13.0,19.0,7.0,14.0,10.0,,1.0,,,5.0,5.0,4.0,1.0,,,,1.0,2.0,,
2019-06-14,2.0,2.0,2.0,1.0,1.0,,1.0,3.0,2.0,,,1.0,14.0,,1.0,5.0,4.0,1.0,4.0,1.0,,,1.0,6.0,10.0,14.0,16.0,7.0,,,,8.0,14.0,19.0,13.0,32.0,5.0,1.0,,2.0,2.0,8.0,5.0,6.0,,,,,,,1.0,
2019-06-15,,3.0,,1.0,3.0,,,2.0,1.0,,,4.0,10.0,2.0,,3.0,3.0,5.0,1.0,3.0,2.0,,1.0,3.0,12.0,13.0,16.0,5.0,,,,8.0,25.0,26.0,13.0,25.0,11.0,,,2.0,1.0,6.0,6.0,6.0,1.0,,,,,1.0,,
2019-06-16,1.0,1.0,,2.0,5.0,,1.0,,1.0,,,1.0,6.0,,1.0,5.0,3.0,7.0,2.0,,,,1.0,16.0,11.0,7.0,11.0,9.0,,,,7.0,18.0,12.0,12.0,16.0,3.0,,,,,2.0,6.0,9.0,,,1.0,,,1.0,,
2019-06-17,,1.0,,1.0,1.0,,2.0,,,,,2.0,7.0,,1.0,3.0,4.0,5.0,6.0,4.0,1.0,,3.0,9.0,7.0,16.0,19.0,2.0,,,,5.0,20.0,13.0,15.0,24.0,6.0,1.0,2.0,,3.0,4.0,1.0,9.0,2.0,,1.0,,1.0,2.0,,
2019-06-18,,1.0,,2.0,1.0,,,3.0,4.0,1.0,,2.0,8.0,,,5.0,4.0,3.0,3.0,2.0,2.0,,1.0,13.0,5.0,11.0,10.0,7.0,,,,7.0,19.0,17.0,16.0,28.0,4.0,3.0,,2.0,2.0,3.0,1.0,7.0,,,,,1.0,3.0,,
2019-06-19,,1.0,2.0,,2.0,,1.0,3.0,6.0,,,2.0,10.0,,1.0,6.0,4.0,2.0,3.0,5.0,1.0,,2.0,14.0,9.0,11.0,12.0,11.0,,,,7.0,20.0,13.0,17.0,24.0,3.0,2.0,,1.0,,3.0,3.0,7.0,,,,,1.0,3.0,,
2019-06-20,1.0,2.0,,,1.0,,,1.0,2.0,1.0,,2.0,4.0,,,3.0,2.0,1.0,6.0,1.0,4.0,,,13.0,8.0,12.0,16.0,3.0,,,,6.0,7.0,14.0,17.0,22.0,9.0,,,2.0,3.0,3.0,4.0,5.0,,,1.0,,,1.0,1.0,
2019-06-21,1.0,1.0,,,1.0,,1.0,3.0,4.0,1.0,,3.0,4.0,1.0,3.0,3.0,2.0,4.0,6.0,,4.0,,4.0,16.0,9.0,11.0,13.0,6.0,,,,7.0,23.0,11.0,12.0,31.0,4.0,,,,1.0,7.0,6.0,4.0,,,,,4.0,2.0,,
2019-06-22,,,,,2.0,,,,5.0,1.0,,4.0,6.0,,,5.0,3.0,3.0,6.0,3.0,1.0,,3.0,8.0,11.0,17.0,18.0,11.0,,,,6.0,20.0,15.0,15.0,37.0,5.0,1.0,1.0,3.0,2.0,2.0,6.0,3.0,2.0,,,,,,1.0,
2019-06-23,,2.0,,1.0,1.0,,,3.0,3.0,,,1.0,8.0,,2.0,6.0,7.0,2.0,4.0,2.0,,,2.0,5.0,8.0,9.0,14.0,5.0,,,,12.0,14.0,20.0,17.0,30.0,4.0,1.0,4.0,1.0,1.0,6.0,3.0,2.0,1.0,,,,,1.0,,
2019-06-24,2.0,1.0,,1.0,1.0,,3.0,4.0,,1.0,,2.0,15.0,,1.0,8.0,5.0,7.0,9.0,2.0,1.0,,,10.0,13.0,19.0,14.0,10.0,,,,6.0,19.0,16.0,17.0,28.0,4.0,,1.0,1.0,4.0,5.0,2.0,2.0,,,,,2.0,1.0,1.0,
2019-06-25,1.0,1.0,,,3.0,,1.0,,1.0,1.0,,3.0,8.0,,2.0,5.0,4.0,3.0,5.0,2.0,3.0,,2.0,12.0,7.0,10.0,13.0,6.0,,,,8.0,16.0,17.0,11.0,17.0,6.0,1.0,1.0,4.0,4.0,7.0,2.0,5.0,1.0,,,,2.0,1.0,,
2019-06-26,,1.0,,1.0,,,1.0,5.0,6.0,,,2.0,8.0,,2.0,4.0,3.0,3.0,6.0,6.0,3.0,,,10.0,3.0,16.0,25.0,11.0,,,,4.0,20.0,21.0,21.0,32.0,6.0,,,,3.0,4.0,3.0,12.0,,,,,1.0,,,
2019-06-27,1.0,1.0,,1.0,2.0,,4.0,2.0,6.0,,,4.0,7.0,,,3.0,2.0,4.0,4.0,2.0,6.0,,1.0,13.0,8.0,9.0,21.0,7.0,,,,10.0,21.0,18.0,19.0,27.0,3.0,1.0,2.0,3.0,2.0,5.0,2.0,11.0,,,1.0,,,1.0,,
2019-06-28,1.0,3.0,,,1.0,,,1.0,2.0,1.0,,4.0,10.0,,1.0,9.0,2.0,6.0,6.0,2.0,4.0,,2.0,10.0,4.0,11.0,18.0,12.0,,,,9.0,18.0,17.0,21.0,32.0,6.0,1.0,2.0,2.0,3.0,8.0,5.0,15.0,1.0,,,,1.0,,2.0,
2019-06-29,,1.0,,1.0,1.0,,1.0,,3.0,,,1.0,11.0,,1.0,3.0,6.0,3.0,5.0,3.0,,,4.0,15.0,8.0,12.0,16.0,6.0,,1.0,,7.0,20.0,22.0,13.0,28.0,6.0,1.0,2.0,1.0,2.0,7.0,6.0,3.0,,,,,2.0,3.0,,
2019-06-30,1.0,,,,,,1.0,,4.0,,,1.0,12.0,,2.0,5.0,3.0,3.0,3.0,1.0,1.0,,1.0,10.0,8.0,12.0,13.0,6.0,,,,9.0,17.0,15.0,12.0,26.0,2.0,,,,1.0,4.0,3.0,2.0,1.0,,,,1.0,1.0,1.0,
2019-07-01,,3.0,1.0,,,,1.0,2.0,3.0,1.0,,1.0,6.0,,,5.0,5.0,6.0,5.0,2.0,3.0,,3.0,18.0,7.0,15.0,18.0,1.0,,,,7.0,25.0,15.0,17.0,28.0,5.0,1.0,,3.0,1.0,6.0,,7.0,1.0,,1.0,,1.0,4.0,,
2019-07-02,,2.0,,,,,3.0,1.0,4.0,,,2.0,12.0,,1.0,6.0,3.0,,5.0,7.0,1.0,,2.0,5.0,7.0,15.0,19.0,9.0,,1.0,,4.0,17.0,18.0,19.0,18.0,4.0,4.0,,1.0,1.0,1.0,2.0,5.0,,,,,,2.0,,
2019-07-03,,1.0,,,1.0,,2.0,,1.0,,,1.0,7.0,,2.0,5.0,4.0,3.0,6.0,2.0,1.0,,3.0,10.0,15.0,15.0,14.0,4.0,,,,15.0,14.0,23.0,19.0,31.0,6.0,,1.0,1.0,2.0,10.0,9.0,3.0,1.0,,,,,1.0,,
2019-07-04,,,,,1.0,,1.0,2.0,,,,1.0,6.0,,2.0,8.0,2.0,1.0,5.0,1.0,,,3.0,9.0,7.0,11.0,15.0,9.0,,,,7.0,18.0,19.0,21.0,34.0,2.0,,,,2.0,1.0,6.0,3.0,1.0,,,,1.0,2.0,1.0,
2019-07-05,,2.0,,2.0,2.0,,2.0,,,1.0,,3.0,7.0,,,4.0,3.0,4.0,6.0,5.0,3.0,1.0,,13.0,14.0,23.0,13.0,8.0,,,,8.0,26.0,14.0,18.0,24.0,6.0,2.0,,1.0,1.0,2.0,2.0,5.0,1.0,,,,,1.0,1.0,
